source_farm,target_farm,condition,dataset_file,event_id,turbine_id,label,fault_category,alarms_count,event_detected,max_criticality,coverage_fbeta,lead_time_steps,earliness_ws,accuracy
Wind Farm B,Wind Farm A,TARGET_SPECIFIC_REFERENCE,68.csv,68,CARE-WT-11,anomaly_event,Transformer failure,0,False,0.0,0.0,,0.0,
Wind Farm B,Wind Farm A,TARGET_SPECIFIC_REFERENCE,72.csv,72,CARE-WT-21,anomaly_event,Gearbox failure,37,False,27.0,0.0,,0.0,
Wind Farm B,Wind Farm A,TARGET_SPECIFIC_REFERENCE,73.csv,73,CARE-WT-0,anomaly_event,Hydraulic group,139,False,26.0,0.3725626740947075,-324,0.015154376357284486,
Wind Farm B,Wind Farm A,TARGET_SPECIFIC_REFERENCE,84.csv,84,CARE-WT-13,anomaly_event,Hydraulic group,36,False,16.0,1.0,-108,0.0028657764430003924,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,11.csv,11,CARE-WT-43,anomaly_event,P20_DGUV-v3 RCD 28F1 NC310 defective + 0 : P20_Blades_Cabinet Caps missing,968,True,371.0,0.2510460251046025,2948,0.24573203619461362,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,12.csv,12,CARE-WT-2,anomaly_event,"10115 : Oil level error, two-pump mode + Oil Leakage Gear Oil Supply + 12019: Rotor brake B cannot be closed + P20_yaw carbon brush damaged",151,False,38.0,0.13329294153286883,3259,0.05970648606125273,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,15.csv,15,CARE-WT-12,anomaly_event,Randomn small failures regarding pitch resulting in a longer standstill due to a defect pitch encoder (26/02),8,False,0.0,0.01627339300244101,605,0.003162096129857697,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,16.csv,16,CARE-WT-53,anomaly_event,WEC in failure - hub battery charger defect,1420,True,1036.0,0.05698005698005698,2038,0.7134430832932995,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,18.csv,18,CARE-WT-34,anomaly_event,We had some failures (störung 24VAC Versorgung Rotorbremse) on the 16th in the afternoon. From 17th onwards a longer standstill where we don't know the root cause to. ,518,True,484.0,0.008976660682226212,-249,0.002481309615880381,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,28.csv,28,CARE-WT-52,anomaly_event,P20_spinner_carbonbrush defekt + P20_Accumulators_hydraulic system,345,True,145.0,0.2587646076794658,2193,0.1278519568083231,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,30.csv,30,CARE-WT-16,anomaly_event,Pitch failure - defect fan on pitch motor,2288,True,1721.0,0.10318949343339587,3160,0.6812546150054986,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,31.csv,31,CARE-WT-35,anomaly_event,Communication and Pitchfailure - slip ring and Beckhoff card,379,True,253.0,0.0211864406779661,667,0.47532178122718716,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,33.csv,33,CARE-WT-43,anomaly_event,P20_Blade3_Grease Collector missing,623,True,338.0,0.07405515832482125,2243,0.1655194913728818,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,35.csv,35,CARE-WT-53,anomaly_event,"Turbine had several short standstills (max 8min) with failure ""Schwingungen Umrichter Drehmomenten Level 1""",29,False,26.0,0.0,,0.0,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,39.csv,39,CARE-WT-52,anomaly_event,15004 : Safety chain relay open + 93005 : Gear oil cooler bypass valve,485,True,393.0,0.1076555023923445,234,0.5380111464416938,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,4.csv,4,CARE-WT-34,anomaly_event,23020 : Axis 3 not ready-to-operate,214,True,155.0,0.02071563088512241,2138,0.009115968972370023,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,44.csv,44,CARE-WT-44,anomaly_event,Valve in water cooling system was left in wrong position after maintenance actions on 05-08-2020,585,True,208.0,0.07477725922783199,8950,0.026523083280193725,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,47.csv,47,CARE-WT-21,anomaly_event,"Failure due to Rotorbrake and Hydraulic problemes - Hydraulic pump A disabeld, 2h later turbine back in production - Data shows anomaly in temp_hydraulic_oil_tank_1_average until 15.01.2023",84,False,6.0,0.22489539748953974,713,0.08810607414258836,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,49.csv,49,CARE-WT-33,anomaly_event,Failure 2023-04-05 03:30 - defective coupling between gear oil pump and motor,183,True,88.0,0.0,,0.0,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,5.csv,5,CARE-WT-32,anomaly_event,WEC in failure - current measurement own consumption,236,True,128.0,0.07547169811320754,268,0.23858393932285557,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,55.csv,55,CARE-WT-50,anomaly_event,Harting plug Nacelle/HUB damaged + NCR20_HUB: Wiring blade control system,198,False,46.0,0.20724486241727622,2162,0.07129382652709537,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,66.csv,66,CARE-WT-12,anomaly_event,"Pitchfailure - defect Beckhoffcard, Axis 2, rectified on 23/01 - Anomalie liegt aber länger an als der Fehler, Batterien waren ok",386,True,304.0,0.0,772,0.4898752841617192,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,67.csv,67,CARE-WT-35,anomaly_event,Turbine has some issues with overpressure on the main transformer,198,False,67.0,0.016979987871437233,8097,0.016293769336365685,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,70.csv,70,CARE-WT-23,anomaly_event,"21002 : Axis 1 DC-link voltage low, batt",203,False,51.0,0.1078079059131003,2881,0.029520214543865407,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,76.csv,76,CARE-WT-53,anomaly_event,WEC in failure with pitch battery issues - rewiring,152,True,108.0,0.2112676056338028,-70,0.26350767594869406,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,78.csv,78,CARE-WT-15,anomaly_event,P20_Grounding role brake disc + P20_cover-lightning-main-cabinet-hub,13,False,6.0,0.0,230,0.013437900610813664,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,79.csv,79,CARE-WT-16,anomaly_event,Communication fault BK1120 in NC300,87,False,54.0,0.23923444976076555,53,0.2193033102386451,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,81.csv,81,CARE-WT-38,anomaly_event,"Converter Failure from 17.11 12:30 - 18.11. 13:57, Fuse Filter Supply ",236,True,167.0,0.40169133192389006,75,0.41351203943115705,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,9.csv,9,CARE-WT-55,anomaly_event,PENDING19_PREV_YAW_Grease pump defective,80,False,24.0,0.08853831294269157,2514,0.023678391320256446,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,90.csv,90,CARE-WT-56,anomaly_event,COMMUNICATION FAULT BK1120 IN NC300 A2,270,True,153.0,0.013458950201884253,1102,0.09874844696517693,
Wind Farm B,Wind Farm C,FROZEN_SOURCE,91.csv,91,CARE-WT-42,anomaly_event,23020 : Axis 3 not ready-to-operate,554,True,262.0,0.2749852158486103,2266,0.09432839590686878,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,11.csv,11,CARE-WT-43,anomaly_event,P20_DGUV-v3 RCD 28F1 NC310 defective + 0 : P20_Blades_Cabinet Caps missing,770,True,359.0,0.039188566159520516,2947,0.18379834658979124,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,12.csv,12,CARE-WT-2,anomaly_event,"10115 : Oil level error, two-pump mode + Oil Leakage Gear Oil Supply + 12019: Rotor brake B cannot be closed + P20_yaw carbon brush damaged",47,False,37.0,0.0,3259,0.017810872695085696,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,15.csv,15,CARE-WT-12,anomaly_event,Randomn small failures regarding pitch resulting in a longer standstill due to a defect pitch encoder (26/02),2,False,1.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,16.csv,16,CARE-WT-53,anomaly_event,WEC in failure - hub battery charger defect,1337,True,914.0,0.03215434083601286,2038,0.6795189646100703,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,18.csv,18,CARE-WT-34,anomaly_event,We had some failures (störung 24VAC Versorgung Rotorbremse) on the 16th in the afternoon. From 17th onwards a longer standstill where we don't know the root cause to. ,499,True,478.0,0.017825311942959002,-240,0.004100605826243877,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,28.csv,28,CARE-WT-52,anomaly_event,P20_spinner_carbonbrush defekt + P20_Accumulators_hydraulic system,180,True,139.0,0.002101723413198823,1845,0.08150284325107068,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,30.csv,30,CARE-WT-16,anomaly_event,Pitch failure - defect fan on pitch motor,2370,True,1935.0,0.044543429844097995,3160,0.6709738798518787,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,31.csv,31,CARE-WT-35,anomaly_event,Communication and Pitchfailure - slip ring and Beckhoff card,312,True,215.0,0.01984126984126984,667,0.3898669330566975,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,33.csv,33,CARE-WT-43,anomaly_event,P20_Blade3_Grease Collector missing,546,True,300.0,0.002738225629791895,1305,0.1462508678546633,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,35.csv,35,CARE-WT-53,anomaly_event,"Turbine had several short standstills (max 8min) with failure ""Schwingungen Umrichter Drehmomenten Level 1""",6,False,6.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,39.csv,39,CARE-WT-52,anomaly_event,15004 : Safety chain relay open + 93005 : Gear oil cooler bypass valve,417,True,354.0,0.0,234,0.49222370028236995,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,4.csv,4,CARE-WT-34,anomaly_event,23020 : Axis 3 not ready-to-operate,181,True,155.0,0.0,-414,4.16693377780628e-05,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,44.csv,44,CARE-WT-44,anomaly_event,Valve in water cooling system was left in wrong position after maintenance actions on 05-08-2020,327,True,179.0,0.0005681818181818182,5577,0.008304728228232366,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,47.csv,47,CARE-WT-21,anomaly_event,"Failure due to Rotorbrake and Hydraulic problemes - Hydraulic pump A disabeld, 2h later turbine back in production - Data shows anomaly in temp_hydraulic_oil_tank_1_average until 15.01.2023",61,False,6.0,0.0,692,0.009948392386037565,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,49.csv,49,CARE-WT-33,anomaly_event,Failure 2023-04-05 03:30 - defective coupling between gear oil pump and motor,86,False,59.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,5.csv,5,CARE-WT-32,anomaly_event,WEC in failure - current measurement own consumption,222,True,152.0,0.019455252918287938,246,0.2378215654077723,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,55.csv,55,CARE-WT-50,anomaly_event,Harting plug Nacelle/HUB damaged + NCR20_HUB: Wiring blade control system,97,False,43.0,0.050586806960744635,2163,0.03805228426263065,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,66.csv,66,CARE-WT-12,anomaly_event,"Pitchfailure - defect Beckhoffcard, Axis 2, rectified on 23/01 - Anomalie liegt aber länger an als der Fehler, Batterien waren ok",308,True,277.0,0.0,772,0.4233431532416208,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,67.csv,67,CARE-WT-35,anomaly_event,Turbine has some issues with overpressure on the main transformer,233,True,78.0,0.03057187387603405,8030,0.01924343951152101,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,70.csv,70,CARE-WT-23,anomaly_event,"21002 : Axis 1 DC-link voltage low, batt",60,False,25.0,0.0,201,0.0026870253770571056,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,76.csv,76,CARE-WT-53,anomaly_event,WEC in failure with pitch battery issues - rewiring,143,True,134.0,0.025510204081632654,-70,0.20673002370350674,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,78.csv,78,CARE-WT-15,anomaly_event,P20_Grounding role brake disc + P20_cover-lightning-main-cabinet-hub,5,False,3.0,0.0,230,0.008958600407209109,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,79.csv,79,CARE-WT-16,anomaly_event,Communication fault BK1120 in NC300,57,False,48.0,0.0,-25,0.15037208108801642,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,81.csv,81,CARE-WT-38,anomaly_event,"Converter Failure from 17.11 12:30 - 18.11. 13:57, Fuse Filter Supply ",221,True,168.0,0.6356968215158925,75,0.4683762928248222,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,9.csv,9,CARE-WT-55,anomaly_event,PENDING19_PREV_YAW_Grease pump defective,19,False,19.0,0.0,-413,4.946134855932976e-05,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,90.csv,90,CARE-WT-56,anomaly_event,COMMUNICATION FAULT BK1120 IN NC300 A2,231,True,124.0,0.0,1082,0.07274959112190535,
Wind Farm B,Wind Farm C,TARGET_NORMAL_CALIBRATED,91.csv,91,CARE-WT-42,anomaly_event,23020 : Axis 3 not ready-to-operate,324,True,252.0,0.003977724741447892,1260,0.024803028876373895,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,11.csv,11,CARE-WT-43,anomaly_event,P20_DGUV-v3 RCD 28F1 NC310 defective + 0 : P20_Blades_Cabinet Caps missing,230,False,36.0,0.02564102564102564,2413,0.06883534555791553,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,12.csv,12,CARE-WT-2,anomaly_event,"10115 : Oil level error, two-pump mode + Oil Leakage Gear Oil Supply + 12019: Rotor brake B cannot be closed + P20_yaw carbon brush damaged",5,False,5.0,0.0,2978,0.0020458265139116204,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,15.csv,15,CARE-WT-12,anomaly_event,Randomn small failures regarding pitch resulting in a longer standstill due to a defect pitch encoder (26/02),0,False,0.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,16.csv,16,CARE-WT-53,anomaly_event,WEC in failure - hub battery charger defect,832,True,448.0,0.0,1699,0.4143181090293505,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,18.csv,18,CARE-WT-34,anomaly_event,We had some failures (störung 24VAC Versorgung Rotorbremse) on the 16th in the afternoon. From 17th onwards a longer standstill where we don't know the root cause to. ,370,True,321.0,0.008976660682226212,-249,0.002481309615880381,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,28.csv,28,CARE-WT-52,anomaly_event,P20_spinner_carbonbrush defekt + P20_Accumulators_hydraulic system,18,False,6.0,0.002101723413198823,1792,0.008203258836109483,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,30.csv,30,CARE-WT-16,anomaly_event,Pitch failure - defect fan on pitch motor,1402,True,678.0,0.033707865168539325,2896,0.3628750478883163,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,31.csv,31,CARE-WT-35,anomaly_event,Communication and Pitchfailure - slip ring and Beckhoff card,96,True,72.0,0.021929824561403508,667,0.12540822991508818,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,33.csv,33,CARE-WT-43,anomaly_event,P20_Blade3_Grease Collector missing,18,False,12.0,0.0,1305,0.00779012059965543,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,35.csv,35,CARE-WT-53,anomaly_event,"Turbine had several short standstills (max 8min) with failure ""Schwingungen Umrichter Drehmomenten Level 1""",0,False,0.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,39.csv,39,CARE-WT-52,anomaly_event,15004 : Safety chain relay open + 93005 : Gear oil cooler bypass valve,135,True,81.0,0.0,1,0.13097810767640702,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,4.csv,4,CARE-WT-34,anomaly_event,23020 : Axis 3 not ready-to-operate,86,False,62.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,44.csv,44,CARE-WT-44,anomaly_event,Valve in water cooling system was left in wrong position after maintenance actions on 05-08-2020,65,False,28.0,0.0,5575,0.0009892594686263425,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,47.csv,47,CARE-WT-21,anomaly_event,"Failure due to Rotorbrake and Hydraulic problemes - Hydraulic pump A disabeld, 2h later turbine back in production - Data shows anomaly in temp_hydraulic_oil_tank_1_average until 15.01.2023",19,False,6.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,49.csv,49,CARE-WT-33,anomaly_event,Failure 2023-04-05 03:30 - defective coupling between gear oil pump and motor,0,False,0.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,5.csv,5,CARE-WT-32,anomaly_event,WEC in failure - current measurement own consumption,204,True,138.0,0.0,246,0.22783251231527094,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,55.csv,55,CARE-WT-50,anomaly_event,Harting plug Nacelle/HUB damaged + NCR20_HUB: Wiring blade control system,45,False,22.0,0.03285420944558522,2159,0.02426530062011324,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,66.csv,66,CARE-WT-12,anomaly_event,"Pitchfailure - defect Beckhoffcard, Axis 2, rectified on 23/01 - Anomalie liegt aber länger an als der Fehler, Batterien waren ok",115,True,82.0,0.0,749,0.16265912305516267,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,67.csv,67,CARE-WT-35,anomaly_event,Turbine has some issues with overpressure on the main transformer,184,False,67.0,0.025875556625346012,6063,0.014054558175989558,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,70.csv,70,CARE-WT-23,anomaly_event,"21002 : Axis 1 DC-link voltage low, batt",0,False,0.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,76.csv,76,CARE-WT-53,anomaly_event,WEC in failure with pitch battery issues - rewiring,90,True,84.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,78.csv,78,CARE-WT-15,anomaly_event,P20_Grounding role brake disc + P20_cover-lightning-main-cabinet-hub,0,False,0.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,79.csv,79,CARE-WT-16,anomaly_event,Communication fault BK1120 in NC300,5,False,3.0,0.0,-25,0.018411598665640235,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,81.csv,81,CARE-WT-38,anomaly_event,"Converter Failure from 17.11 12:30 - 18.11. 13:57, Fuse Filter Supply ",139,False,29.0,0.6356968215158925,75,0.3284381060116354,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,9.csv,9,CARE-WT-55,anomaly_event,PENDING19_PREV_YAW_Grease pump defective,0,False,0.0,0.0,,0.0,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,90.csv,90,CARE-WT-56,anomaly_event,COMMUNICATION FAULT BK1120 IN NC300 A2,44,False,12.0,0.0,1002,0.0041743294750215855,
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,91.csv,91,CARE-WT-42,anomaly_event,23020 : Axis 3 not ready-to-operate,80,False,25.0,0.00398406374501992,1260,0.00684945451214019,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,0.csv,0,CARE-WT-0,anomaly_event,Generator bearing failure,9,False,0.0,0.0,,0.0,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,10.csv,10,CARE-WT-10,anomaly_event,Gearbox failure,2,False,0.0,0.010121457489878543,595,0.002719238613188307,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,22.csv,22,CARE-WT-21,anomaly_event,Hydraulic group,0,False,0.0,0.0,,0.0,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,26.csv,26,CARE-WT-0,anomaly_event,Hydraulic group,0,False,0.0,0.0,,0.0,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,40.csv,40,CARE-WT-10,anomaly_event,Generator bearing failure,12,False,7.0,0.0,3730,0.0008873770758625035,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,42.csv,42,CARE-WT-10,anomaly_event,Hydraulic group,0,False,0.0,0.0,,0.0,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,45.csv,45,CARE-WT-13,anomaly_event,Hydraulic group,0,False,0.0,1.0,,0.0,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,68.csv,68,CARE-WT-11,anomaly_event,Transformer failure,0,False,0.0,0.0,,0.0,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,72.csv,72,CARE-WT-21,anomaly_event,Gearbox failure,0,False,0.0,0.0,,0.0,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,73.csv,73,CARE-WT-0,anomaly_event,Hydraulic group,32,False,2.0,0.13297872340425532,-324,0.006761506100567569,
Wind Farm C,Wind Farm A,FROZEN_SOURCE,84.csv,84,CARE-WT-13,anomaly_event,Hydraulic group,0,False,0.0,1.0,,0.0,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,0.csv,0,CARE-WT-0,anomaly_event,Generator bearing failure,584,True,315.0,0.0958994708994709,1721,0.03626813390215735,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,10.csv,10,CARE-WT-10,anomaly_event,Gearbox failure,79,False,0.0,0.2623456790123457,618,0.09245411284840245,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,22.csv,22,CARE-WT-21,anomaly_event,Hydraulic group,8,False,0.0,0.03861003861003861,333,0.003954982987757001,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,26.csv,26,CARE-WT-0,anomaly_event,Hydraulic group,23,False,4.0,0.0702247191011236,16,0.00031473263462688335,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,40.csv,40,CARE-WT-10,anomaly_event,Generator bearing failure,1271,True,225.0,0.5810377106178123,3731,0.14703538220021736,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,42.csv,42,CARE-WT-10,anomaly_event,Hydraulic group,93,False,7.0,0.30165912518853694,479,0.05350677392598054,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,45.csv,45,CARE-WT-13,anomaly_event,Hydraulic group,130,False,56.0,1.0,528,0.10196310312204353,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,68.csv,68,CARE-WT-11,anomaly_event,Transformer failure,9,False,0.0,0.02195121951219512,1777,0.004123832740212352,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,72.csv,72,CARE-WT-21,anomaly_event,Gearbox failure,38,False,27.0,0.0,,0.0,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,73.csv,73,CARE-WT-0,anomaly_event,Hydraulic group,143,False,26.0,0.3753443526170799,60,0.016725416758463684,
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,84.csv,84,CARE-WT-13,anomaly_event,Hydraulic group,90,False,44.0,1.0,382,0.01907697676447494,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,0.csv,0,CARE-WT-0,anomaly_event,Generator bearing failure,534,True,286.0,0.05806010928961749,1597,0.022535213124436404,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,10.csv,10,CARE-WT-10,anomaly_event,Gearbox failure,70,False,0.0,0.23412698412698413,618,0.08021753908905506,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,22.csv,22,CARE-WT-21,anomaly_event,Hydraulic group,0,False,0.0,0.0,,0.0,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,26.csv,26,CARE-WT-0,anomaly_event,Hydraulic group,12,False,0.0,0.056818181818181816,16,0.00029899600289553916,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,40.csv,40,CARE-WT-10,anomaly_event,Generator bearing failure,795,True,153.0,0.4001019367991845,3730,0.0957549497802723,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,42.csv,42,CARE-WT-10,anomaly_event,Hydraulic group,75,False,6.0,0.26911076443057724,479,0.05156083367345595,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,45.csv,45,CARE-WT-13,anomaly_event,Hydraulic group,92,False,46.0,1.0,501,0.06358667087143909,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,68.csv,68,CARE-WT-11,anomaly_event,Transformer failure,0,False,0.0,0.0,,0.0,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,72.csv,72,CARE-WT-21,anomaly_event,Gearbox failure,37,False,27.0,0.0,,0.0,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,73.csv,73,CARE-WT-0,anomaly_event,Hydraulic group,139,False,26.0,0.3725626740947075,-324,0.015154376357284486,
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,84.csv,84,CARE-WT-13,anomaly_event,Hydraulic group,36,False,16.0,1.0,-108,0.0028657764430003924,
Wind Farm C,Wind Farm B,FROZEN_SOURCE,19.csv,19,CARE-WT-11,anomaly_event,high temperature,7,False,7.0,0.0,669,0.0018202447993005736,
Wind Farm C,Wind Farm B,FROZEN_SOURCE,27.csv,27,CARE-WT-7,anomaly_event,Turbine is stopped due to a main bearing damage,370,True,114.0,0.0,6118,0.0031772463832424247,
Wind Farm C,Wind Farm B,FROZEN_SOURCE,34.csv,34,CARE-WT-14,anomaly_event,high temperature,17,False,17.0,0.0,,0.0,
Wind Farm C,Wind Farm B,FROZEN_SOURCE,53.csv,53,CARE-WT-6,anomaly_event,Rotor Bearing 2 - Damage,243,True,146.0,0.016416105063072405,5991,0.053261996639890806,
Wind Farm C,Wind Farm B,FROZEN_SOURCE,7.csv,7,CARE-WT-13,anomaly_event,high temperature,10,False,8.0,0.0,,0.0,
Wind Farm C,Wind Farm B,FROZEN_SOURCE,77.csv,77,CARE-WT-12,anomaly_event,Turbine is in standstill since 01.08 due to rotorbearing damage.,21,False,5.0,0.00190500381000762,6779,0.002176472437254784,
Wind Farm C,Wind Farm B,TARGET_NORMAL_CALIBRATED,19.csv,19,CARE-WT-11,anomaly_event,high temperature,48,False,23.0,0.029000341180484477,2697,0.009525187070894083,
Wind Farm C,Wind Farm B,TARGET_NORMAL_CALIBRATED,27.csv,27,CARE-WT-7,anomaly_event,Turbine is stopped due to a main bearing damage,1216,True,1135.0,0.016439643024894316,8274,0.02615153798506063,
Wind Farm C,Wind Farm B,TARGET_NORMAL_CALIBRATED,34.csv,34,CARE-WT-14,anomaly_event,high temperature,91,False,53.0,0.008143322475570033,3099,0.02776741749495799,
Wind Farm C,Wind Farm B,TARGET_NORMAL_CALIBRATED,53.csv,53,CARE-WT-6,anomaly_event,Rotor Bearing 2 - Damage,356,True,266.0,0.04879690392057883,5993,0.07586711672296018,
Wind Farm C,Wind Farm B,TARGET_NORMAL_CALIBRATED,7.csv,7,CARE-WT-13,anomaly_event,high temperature,373,True,298.0,0.015208235844642022,4321,0.038286147491280266,
Wind Farm C,Wind Farm B,TARGET_NORMAL_CALIBRATED,77.csv,77,CARE-WT-12,anomaly_event,Turbine is in standstill since 01.08 due to rotorbearing damage.,944,True,810.0,0.026138909634055265,7841,0.0626680968832423,
