source_farm,target_farm,condition,dataset_file,event_id,turbine_id,label,fault_category,alarms_count,event_detected,max_criticality,coverage_fbeta,lead_time_steps,earliness_ws,accuracy,failure_classification
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,81.csv,81,CARE-WT-38,anomaly_event,"Converter Failure from 17.11 12:30 - 18.11. 13:57, Fuse Filter Supply ",139,False,29.0,0.6356968215158925,75,0.3284381060116354,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,9.csv,9,CARE-WT-55,anomaly_event,PENDING19_PREV_YAW_Grease pump defective,0,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,90.csv,90,CARE-WT-56,anomaly_event,COMMUNICATION FAULT BK1120 IN NC300 A2,44,False,12.0,0.0,1002,0.0041743294750215855,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,Wind Farm C,TARGET_SPECIFIC_REFERENCE,91.csv,91,CARE-WT-42,anomaly_event,23020 : Axis 3 not ready-to-operate,80,False,25.0,0.00398406374501992,1260,0.00684945451214019,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,0.csv,0,CARE-WT-0,anomaly_event,Generator bearing failure,9,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,10.csv,10,CARE-WT-10,anomaly_event,Gearbox failure,2,False,0.0,0.010121457489878543,595,0.002719238613188307,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,22.csv,22,CARE-WT-21,anomaly_event,Hydraulic group,0,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,26.csv,26,CARE-WT-0,anomaly_event,Hydraulic group,0,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,40.csv,40,CARE-WT-10,anomaly_event,Generator bearing failure,12,False,7.0,0.0,3730,0.0008873770758625035,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,42.csv,42,CARE-WT-10,anomaly_event,Hydraulic group,0,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,45.csv,45,CARE-WT-13,anomaly_event,Hydraulic group,0,False,0.0,1.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,68.csv,68,CARE-WT-11,anomaly_event,Transformer failure,0,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,72.csv,72,CARE-WT-21,anomaly_event,Gearbox failure,0,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,73.csv,73,CARE-WT-0,anomaly_event,Hydraulic group,32,False,2.0,0.13297872340425532,-324,0.006761506100567569,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,FROZEN_SOURCE,84.csv,84,CARE-WT-13,anomaly_event,Hydraulic group,0,False,0.0,1.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,10.csv,10,CARE-WT-10,anomaly_event,Gearbox failure,79,False,0.0,0.2623456790123457,618,0.09245411284840245,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,22.csv,22,CARE-WT-21,anomaly_event,Hydraulic group,8,False,0.0,0.03861003861003861,333,0.003954982987757001,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,26.csv,26,CARE-WT-0,anomaly_event,Hydraulic group,23,False,4.0,0.0702247191011236,16,0.00031473263462688335,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,42.csv,42,CARE-WT-10,anomaly_event,Hydraulic group,93,False,7.0,0.30165912518853694,479,0.05350677392598054,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,45.csv,45,CARE-WT-13,anomaly_event,Hydraulic group,130,False,56.0,1.0,528,0.10196310312204353,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,68.csv,68,CARE-WT-11,anomaly_event,Transformer failure,9,False,0.0,0.02195121951219512,1777,0.004123832740212352,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,72.csv,72,CARE-WT-21,anomaly_event,Gearbox failure,38,False,27.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,73.csv,73,CARE-WT-0,anomaly_event,Hydraulic group,143,False,26.0,0.3753443526170799,60,0.016725416758463684,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_NORMAL_CALIBRATED,84.csv,84,CARE-WT-13,anomaly_event,Hydraulic group,90,False,44.0,1.0,382,0.01907697676447494,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,10.csv,10,CARE-WT-10,anomaly_event,Gearbox failure,70,False,0.0,0.23412698412698413,618,0.08021753908905506,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,22.csv,22,CARE-WT-21,anomaly_event,Hydraulic group,0,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,26.csv,26,CARE-WT-0,anomaly_event,Hydraulic group,12,False,0.0,0.056818181818181816,16,0.00029899600289553916,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,42.csv,42,CARE-WT-10,anomaly_event,Hydraulic group,75,False,6.0,0.26911076443057724,479,0.05156083367345595,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,45.csv,45,CARE-WT-13,anomaly_event,Hydraulic group,92,False,46.0,1.0,501,0.06358667087143909,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,68.csv,68,CARE-WT-11,anomaly_event,Transformer failure,0,False,0.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,72.csv,72,CARE-WT-21,anomaly_event,Gearbox failure,37,False,27.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,73.csv,73,CARE-WT-0,anomaly_event,Hydraulic group,139,False,26.0,0.3725626740947075,-324,0.015154376357284486,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm A,TARGET_SPECIFIC_REFERENCE,84.csv,84,CARE-WT-13,anomaly_event,Hydraulic group,36,False,16.0,1.0,-108,0.0028657764430003924,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,FROZEN_SOURCE,19.csv,19,CARE-WT-11,anomaly_event,high temperature,7,False,7.0,0.0,669,0.0018202447993005736,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,FROZEN_SOURCE,34.csv,34,CARE-WT-14,anomaly_event,high temperature,17,False,17.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,FROZEN_SOURCE,7.csv,7,CARE-WT-13,anomaly_event,high temperature,10,False,8.0,0.0,,0.0,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,FROZEN_SOURCE,77.csv,77,CARE-WT-12,anomaly_event,Turbine is in standstill since 01.08 due to rotorbearing damage.,21,False,5.0,0.00190500381000762,6779,0.002176472437254784,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,TARGET_NORMAL_CALIBRATED,19.csv,19,CARE-WT-11,anomaly_event,high temperature,48,False,23.0,0.029000341180484477,2697,0.009525187070894083,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,TARGET_NORMAL_CALIBRATED,34.csv,34,CARE-WT-14,anomaly_event,high temperature,91,False,53.0,0.008143322475570033,3099,0.02776741749495799,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,TARGET_SPECIFIC_REFERENCE,19.csv,19,CARE-WT-11,anomaly_event,high temperature,15,False,7.0,0.0,669,0.0018202447993005736,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,TARGET_SPECIFIC_REFERENCE,34.csv,34,CARE-WT-14,anomaly_event,high temperature,41,False,17.0,0.001639344262295082,2969,0.010098884914790659,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,Wind Farm B,TARGET_SPECIFIC_REFERENCE,7.csv,7,CARE-WT-13,anomaly_event,high temperature,175,False,53.0,0.004728132387706856,4321,0.025075021555149877,,not detected under the official CARE event criterion (max criticality < 72)
